"year","industry_aggregation_nzsioc","industry_code_nzsioc","industry_name_nzsioc","units","variable_code","variable_name","variable_category","value","industry_code_anzsic06"
2024,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H26","Fixed tangible assets","Financial position",14713,"ANZSIC06 groups A011, A012, and A013"
2024,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H29","Other assets","Financial position",4549,"ANZSIC06 groups A011, A012, and A013"
2024,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H30","Total equity and liabilities","Financial position",22813,"ANZSIC06 groups A011, A012, and A013"
2024,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H31","Shareholders funds or owners equity","Financial position",10232,"ANZSIC06 groups A011, A012, and A013"
2024,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H32","Current liabilities","Financial position",4963,"ANZSIC06 groups A011, A012, and A013"
2024,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H33","Other liabilities","Financial position",7619,"ANZSIC06 groups A011, A012, and A013"
2024,"Level 3","AA11","Horticulture and Fruit Growing","Dollars","H34","Total income per employee count","Financial ratios",242600,"ANZSIC06 groups A011, A012, and A013"
2024,"Level 3","AA11","Horticulture and Fruit Growing","Dollars","H35","Surplus per employee count","Financial ratios",17600,"ANZSIC06 groups A011, A012, and A013"
2024,"Level 3","AA11","Horticulture and Fruit Growing","Percentage","H36","Current ratio","Financial ratios",72,"ANZSIC06 groups A011, A012, and A013"
2024,"Level 3","AA11","Horticulture and Fruit Growing","Percentage","H37","Quick ratio","Financial ratios",62,"ANZSIC06 groups A011, A012, and A013"
2024,"Level 3","AA11","Horticulture and Fruit Growing","Percentage","H39","Return on equity","Financial ratios",4,"ANZSIC06 groups A011, A012, and A013"
2024,"Level 3","AA11","Horticulture and Fruit Growing","Percentage","H40","Return on total assets","Financial ratios",2,"ANZSIC06 groups A011, A012, and A013"
2024,"Level 3","AA11","Horticulture and Fruit Growing","Percentage","H41","Liabilities structure","Financial ratios",45,"ANZSIC06 groups A011, A012, and A013"
2024,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H01","Total income","Financial performance",6048,"ANZSIC06 groups A011, A012, and A013"
2024,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H04","Sales, government funding, grants and subsidies","Financial performance",5591,"ANZSIC06 groups A011, A012, and A013"
2024,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H05","Interest, dividends and donations","Financial performance",246,"ANZSIC06 groups A011, A012, and A013"
2024,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H07","Non-operating income","Financial performance",211,"ANZSIC06 groups A011, A012, and A013"
2024,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H08","Total expenditure","Financial performance",5626,"ANZSIC06 groups A011, A012, and A013"
2024,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H09","Interest and donations","Financial performance",461,"ANZSIC06 groups A011, A012, and A013"
2024,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H10","Indirect taxes","Financial performance",47,"ANZSIC06 groups A011, A012, and A013"
2024,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H11","Depreciation","Financial performance",406,"ANZSIC06 groups A011, A012, and A013"
2024,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H12","Salaries and wages paid","Financial performance",1049,"ANZSIC06 groups A011, A012, and A013"
2024,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H13","Redundancy and severance","Financial performance",0,"ANZSIC06 groups A011, A012, and A013"
2024,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H19","Purchases and other operating expenses","Financial performance",3638,"ANZSIC06 groups A011, A012, and A013"
2024,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H20","Non-operating expenses","Financial performance",25,"ANZSIC06 groups A011, A012, and A013"
2024,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H21","Opening stocks","Financial performance",437,"ANZSIC06 groups A011, A012, and A013"
2024,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H22","Closing stocks","Financial performance",455,"ANZSIC06 groups A011, A012, and A013"
2024,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H23","Surplus before income tax","Financial performance",440,"ANZSIC06 groups A011, A012, and A013"
2024,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H24","Total assets","Financial position",22813,"ANZSIC06 groups A011, A012, and A013"
2024,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H25","Current assets","Financial position",3551,"ANZSIC06 groups A011, A012, and A013"
2024,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H26","Fixed tangible assets","Financial position",14713,"ANZSIC06 groups A011, A012, and A013"
2024,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H29","Other assets","Financial position",4549,"ANZSIC06 groups A011, A012, and A013"
2024,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H30","Total equity and liabilities","Financial position",22813,"ANZSIC06 groups A011, A012, and A013"
2024,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H31","Shareholders funds or owners equity","Financial position",10232,"ANZSIC06 groups A011, A012, and A013"
2024,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H32","Current liabilities","Financial position",4963,"ANZSIC06 groups A011, A012, and A013"
2024,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H33","Other liabilities","Financial position",7619,"ANZSIC06 groups A011, A012, and A013"
2024,"Level 4","AA111","Horticulture and Fruit Growing","Dollars","H34","Total income per employee count","Financial ratios",242600,"ANZSIC06 groups A011, A012, and A013"
2024,"Level 4","AA111","Horticulture and Fruit Growing","Dollars","H35","Surplus per employee count","Financial ratios",17600,"ANZSIC06 groups A011, A012, and A013"
2024,"Level 4","AA111","Horticulture and Fruit Growing","Percentage","H36","Current ratio","Financial ratios",72,"ANZSIC06 groups A011, A012, and A013"
2024,"Level 4","AA111","Horticulture and Fruit Growing","Percentage","H37","Quick ratio","Financial ratios",62,"ANZSIC06 groups A011, A012, and A013"
2024,"Level 4","AA111","Horticulture and Fruit Growing","Percentage","H39","Return on equity","Financial ratios",4,"ANZSIC06 groups A011, A012, and A013"
2024,"Level 4","AA111","Horticulture and Fruit Growing","Percentage","H40","Return on total assets","Financial ratios",2,"ANZSIC06 groups A011, A012, and A013"
2024,"Level 4","AA111","Horticulture and Fruit Growing","Percentage","H41","Liabilities structure","Financial ratios",45,"ANZSIC06 groups A011, A012, and A013"
2023,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H01","Total income","Financial performance",6011,"ANZSIC06 groups A011, A012, and A013"
2023,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H04","Sales, government funding, grants and subsidies","Financial performance",5410,"ANZSIC06 groups A011, A012, and A013"
2023,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H05","Interest, dividends and donations","Financial performance",193,"ANZSIC06 groups A011, A012, and A013"
2023,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H07","Non-operating income","Financial performance",408,"ANZSIC06 groups A011, A012, and A013"
2023,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H08","Total expenditure","Financial performance",5270,"ANZSIC06 groups A011, A012, and A013"
2023,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H09","Interest and donations","Financial performance",337,"ANZSIC06 groups A011, A012, and A013"
2023,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H10","Indirect taxes","Financial performance",43,"ANZSIC06 groups A011, A012, and A013"
2023,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H11","Depreciation","Financial performance",376,"ANZSIC06 groups A011, A012, and A013"
2023,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H12","Salaries and wages paid","Financial performance",977,"ANZSIC06 groups A011, A012, and A013"
2023,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H13","Redundancy and severance","Financial performance",0,"ANZSIC06 groups A011, A012, and A013"
2023,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H19","Purchases and other operating expenses","Financial performance",3498,"ANZSIC06 groups A011, A012, and A013"
2023,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H20","Non-operating expenses","Financial performance",39,"ANZSIC06 groups A011, A012, and A013"
2023,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H21","Opening stocks","Financial performance",395,"ANZSIC06 groups A011, A012, and A013"
2023,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H22","Closing stocks","Financial performance",438,"ANZSIC06 groups A011, A012, and A013"
2023,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H23","Surplus before income tax","Financial performance",784,"ANZSIC06 groups A011, A012, and A013"
2023,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H24","Total assets","Financial position",21791,"ANZSIC06 groups A011, A012, and A013"
2023,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H25","Current assets","Financial position",3518,"ANZSIC06 groups A011, A012, and A013"
2023,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H26","Fixed tangible assets","Financial position",13836,"ANZSIC06 groups A011, A012, and A013"
2023,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H29","Other assets","Financial position",4438,"ANZSIC06 groups A011, A012, and A013"
2023,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H30","Total equity and liabilities","Financial position",21791,"ANZSIC06 groups A011, A012, and A013"
2023,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H31","Shareholders funds or owners equity","Financial position",10361,"ANZSIC06 groups A011, A012, and A013"
2023,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H32","Current liabilities","Financial position",4237,"ANZSIC06 groups A011, A012, and A013"
2023,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H33","Other liabilities","Financial position",7193,"ANZSIC06 groups A011, A012, and A013"
2023,"Level 3","AA11","Horticulture and Fruit Growing","Dollars","H34","Total income per employee count","Financial ratios",243600,"ANZSIC06 groups A011, A012, and A013"
2023,"Level 3","AA11","Horticulture and Fruit Growing","Dollars","H35","Surplus per employee count","Financial ratios",31800,"ANZSIC06 groups A011, A012, and A013"
2023,"Level 3","AA11","Horticulture and Fruit Growing","Percentage","H36","Current ratio","Financial ratios",83,"ANZSIC06 groups A011, A012, and A013"
2023,"Level 3","AA11","Horticulture and Fruit Growing","Percentage","H37","Quick ratio","Financial ratios",73,"ANZSIC06 groups A011, A012, and A013"
2023,"Level 3","AA11","Horticulture and Fruit Growing","Percentage","H39","Return on equity","Financial ratios",8,"ANZSIC06 groups A011, A012, and A013"
2023,"Level 3","AA11","Horticulture and Fruit Growing","Percentage","H40","Return on total assets","Financial ratios",4,"ANZSIC06 groups A011, A012, and A013"
2023,"Level 3","AA11","Horticulture and Fruit Growing","Percentage","H41","Liabilities structure","Financial ratios",48,"ANZSIC06 groups A011, A012, and A013"
2023,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H01","Total income","Financial performance",6011,"ANZSIC06 groups A011, A012, and A013"
2023,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H04","Sales, government funding, grants and subsidies","Financial performance",5410,"ANZSIC06 groups A011, A012, and A013"
2023,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H05","Interest, dividends and donations","Financial performance",193,"ANZSIC06 groups A011, A012, and A013"
2023,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H07","Non-operating income","Financial performance",408,"ANZSIC06 groups A011, A012, and A013"
2023,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H08","Total expenditure","Financial performance",5270,"ANZSIC06 groups A011, A012, and A013"
2023,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H09","Interest and donations","Financial performance",337,"ANZSIC06 groups A011, A012, and A013"
2023,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H10","Indirect taxes","Financial performance",43,"ANZSIC06 groups A011, A012, and A013"
2023,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H11","Depreciation","Financial performance",376,"ANZSIC06 groups A011, A012, and A013"
2023,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H12","Salaries and wages paid","Financial performance",977,"ANZSIC06 groups A011, A012, and A013"
2023,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H13","Redundancy and severance","Financial performance",0,"ANZSIC06 groups A011, A012, and A013"
2023,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H19","Purchases and other operating expenses","Financial performance",3498,"ANZSIC06 groups A011, A012, and A013"
2023,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H20","Non-operating expenses","Financial performance",39,"ANZSIC06 groups A011, A012, and A013"
2023,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H21","Opening stocks","Financial performance",395,"ANZSIC06 groups A011, A012, and A013"
2023,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H22","Closing stocks","Financial performance",438,"ANZSIC06 groups A011, A012, and A013"
2023,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H23","Surplus before income tax","Financial performance",784,"ANZSIC06 groups A011, A012, and A013"
2023,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H24","Total assets","Financial position",21791,"ANZSIC06 groups A011, A012, and A013"
2023,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H25","Current assets","Financial position",3518,"ANZSIC06 groups A011, A012, and A013"
2023,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H26","Fixed tangible assets","Financial position",13836,"ANZSIC06 groups A011, A012, and A013"
2023,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H29","Other assets","Financial position",4438,"ANZSIC06 groups A011, A012, and A013"
2023,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H30","Total equity and liabilities","Financial position",21791,"ANZSIC06 groups A011, A012, and A013"
2023,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H31","Shareholders funds or owners equity","Financial position",10361,"ANZSIC06 groups A011, A012, and A013"
2023,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H32","Current liabilities","Financial position",4237,"ANZSIC06 groups A011, A012, and A013"
2023,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H33","Other liabilities","Financial position",7193,"ANZSIC06 groups A011, A012, and A013"
2023,"Level 4","AA111","Horticulture and Fruit Growing","Dollars","H34","Total income per employee count","Financial ratios",243600,"ANZSIC06 groups A011, A012, and A013"
2023,"Level 4","AA111","Horticulture and Fruit Growing","Dollars","H35","Surplus per employee count","Financial ratios",31800,"ANZSIC06 groups A011, A012, and A013"
2023,"Level 4","AA111","Horticulture and Fruit Growing","Percentage","H36","Current ratio","Financial ratios",83,"ANZSIC06 groups A011, A012, and A013"
2023,"Level 4","AA111","Horticulture and Fruit Growing","Percentage","H37","Quick ratio","Financial ratios",73,"ANZSIC06 groups A011, A012, and A013"
2023,"Level 4","AA111","Horticulture and Fruit Growing","Percentage","H39","Return on equity","Financial ratios",8,"ANZSIC06 groups A011, A012, and A013"
2023,"Level 4","AA111","Horticulture and Fruit Growing","Percentage","H40","Return on total assets","Financial ratios",4,"ANZSIC06 groups A011, A012, and A013"
2023,"Level 4","AA111","Horticulture and Fruit Growing","Percentage","H41","Liabilities structure","Financial ratios",48,"ANZSIC06 groups A011, A012, and A013"
2022,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H01","Total income","Financial performance",5924,"ANZSIC06 groups A011, A012, and A013"
2022,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H04","Sales, government funding, grants and subsidies","Financial performance",5383,"ANZSIC06 groups A011, A012, and A013"
2022,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H05","Interest, dividends and donations","Financial performance",207,"ANZSIC06 groups A011, A012, and A013"
2022,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H07","Non-operating income","Financial performance",334,"ANZSIC06 groups A011, A012, and A013"
2022,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H08","Total expenditure","Financial performance",4855,"ANZSIC06 groups A011, A012, and A013"
2022,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H09","Interest and donations","Financial performance",187,"ANZSIC06 groups A011, A012, and A013"
2022,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H10","Indirect taxes","Financial performance",39,"ANZSIC06 groups A011, A012, and A013"
2022,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H11","Depreciation","Financial performance",322,"ANZSIC06 groups A011, A012, and A013"
2022,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H12","Salaries and wages paid","Financial performance",969,"ANZSIC06 groups A011, A012, and A013"
2022,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H13","Redundancy and severance","Financial performance",0,"ANZSIC06 groups A011, A012, and A013"
2022,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H19","Purchases and other operating expenses","Financial performance",3318,"ANZSIC06 groups A011, A012, and A013"
2022,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H20","Non-operating expenses","Financial performance",20,"ANZSIC06 groups A011, A012, and A013"
2022,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H21","Opening stocks","Financial performance",321,"ANZSIC06 groups A011, A012, and A013"
2022,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H22","Closing stocks","Financial performance",386,"ANZSIC06 groups A011, A012, and A013"
2022,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H23","Surplus before income tax","Financial performance",1134,"ANZSIC06 groups A011, A012, and A013"
2022,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H24","Total assets","Financial position",19654,"ANZSIC06 groups A011, A012, and A013"
2022,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H25","Current assets","Financial position",3385,"ANZSIC06 groups A011, A012, and A013"
2022,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H26","Fixed tangible assets","Financial position",12647,"ANZSIC06 groups A011, A012, and A013"
2022,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H29","Other assets","Financial position",3622,"ANZSIC06 groups A011, A012, and A013"
2022,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H30","Total equity and liabilities","Financial position",19654,"ANZSIC06 groups A011, A012, and A013"
2022,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H31","Shareholders funds or owners equity","Financial position",9776,"ANZSIC06 groups A011, A012, and A013"
2022,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H32","Current liabilities","Financial position",4021,"ANZSIC06 groups A011, A012, and A013"
2022,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H33","Other liabilities","Financial position",5856,"ANZSIC06 groups A011, A012, and A013"
2022,"Level 3","AA11","Horticulture and Fruit Growing","Dollars","H34","Total income per employee count","Financial ratios",238900,"ANZSIC06 groups A011, A012, and A013"
2022,"Level 3","AA11","Horticulture and Fruit Growing","Dollars","H35","Surplus per employee count","Financial ratios",45700,"ANZSIC06 groups A011, A012, and A013"
2022,"Level 3","AA11","Horticulture and Fruit Growing","Percentage","H36","Current ratio","Financial ratios",84,"ANZSIC06 groups A011, A012, and A013"
2022,"Level 3","AA11","Horticulture and Fruit Growing","Percentage","H37","Quick ratio","Financial ratios",75,"ANZSIC06 groups A011, A012, and A013"
2022,"Level 3","AA11","Horticulture and Fruit Growing","Percentage","H39","Return on equity","Financial ratios",12,"ANZSIC06 groups A011, A012, and A013"
2022,"Level 3","AA11","Horticulture and Fruit Growing","Percentage","H40","Return on total assets","Financial ratios",6,"ANZSIC06 groups A011, A012, and A013"
2022,"Level 3","AA11","Horticulture and Fruit Growing","Percentage","H41","Liabilities structure","Financial ratios",50,"ANZSIC06 groups A011, A012, and A013"
2022,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H01","Total income","Financial performance",5924,"ANZSIC06 groups A011, A012, and A013"
2022,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H04","Sales, government funding, grants and subsidies","Financial performance",5383,"ANZSIC06 groups A011, A012, and A013"
2022,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H05","Interest, dividends and donations","Financial performance",207,"ANZSIC06 groups A011, A012, and A013"
2022,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H07","Non-operating income","Financial performance",334,"ANZSIC06 groups A011, A012, and A013"
2022,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H08","Total expenditure","Financial performance",4855,"ANZSIC06 groups A011, A012, and A013"
2022,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H09","Interest and donations","Financial performance",187,"ANZSIC06 groups A011, A012, and A013"
2022,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H10","Indirect taxes","Financial performance",39,"ANZSIC06 groups A011, A012, and A013"
2022,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H11","Depreciation","Financial performance",322,"ANZSIC06 groups A011, A012, and A013"
2022,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H12","Salaries and wages paid","Financial performance",969,"ANZSIC06 groups A011, A012, and A013"
2022,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H13","Redundancy and severance","Financial performance",0,"ANZSIC06 groups A011, A012, and A013"
2022,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H19","Purchases and other operating expenses","Financial performance",3318,"ANZSIC06 groups A011, A012, and A013"
2022,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H20","Non-operating expenses","Financial performance",20,"ANZSIC06 groups A011, A012, and A013"
2022,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H21","Opening stocks","Financial performance",321,"ANZSIC06 groups A011, A012, and A013"
2022,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H22","Closing stocks","Financial performance",386,"ANZSIC06 groups A011, A012, and A013"
2022,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H23","Surplus before income tax","Financial performance",1134,"ANZSIC06 groups A011, A012, and A013"
2022,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H24","Total assets","Financial position",19654,"ANZSIC06 groups A011, A012, and A013"
2022,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H25","Current assets","Financial position",3385,"ANZSIC06 groups A011, A012, and A013"
2022,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H26","Fixed tangible assets","Financial position",12647,"ANZSIC06 groups A011, A012, and A013"
2022,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H29","Other assets","Financial position",3622,"ANZSIC06 groups A011, A012, and A013"
2022,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H30","Total equity and liabilities","Financial position",19654,"ANZSIC06 groups A011, A012, and A013"
2022,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H31","Shareholders funds or owners equity","Financial position",9776,"ANZSIC06 groups A011, A012, and A013"
2022,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H32","Current liabilities","Financial position",4021,"ANZSIC06 groups A011, A012, and A013"
2022,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H33","Other liabilities","Financial position",5856,"ANZSIC06 groups A011, A012, and A013"
2022,"Level 4","AA111","Horticulture and Fruit Growing","Dollars","H34","Total income per employee count","Financial ratios",238900,"ANZSIC06 groups A011, A012, and A013"
2022,"Level 4","AA111","Horticulture and Fruit Growing","Dollars","H35","Surplus per employee count","Financial ratios",45700,"ANZSIC06 groups A011, A012, and A013"
2022,"Level 4","AA111","Horticulture and Fruit Growing","Percentage","H36","Current ratio","Financial ratios",84,"ANZSIC06 groups A011, A012, and A013"
2022,"Level 4","AA111","Horticulture and Fruit Growing","Percentage","H37","Quick ratio","Financial ratios",75,"ANZSIC06 groups A011, A012, and A013"
2022,"Level 4","AA111","Horticulture and Fruit Growing","Percentage","H39","Return on equity","Financial ratios",12,"ANZSIC06 groups A011, A012, and A013"
2022,"Level 4","AA111","Horticulture and Fruit Growing","Percentage","H40","Return on total assets","Financial ratios",6,"ANZSIC06 groups A011, A012, and A013"
2022,"Level 4","AA111","Horticulture and Fruit Growing","Percentage","H41","Liabilities structure","Financial ratios",50,"ANZSIC06 groups A011, A012, and A013"
2021,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H01","Total income","Financial performance",5393,"ANZSIC06 groups A011, A012, and A013"
2021,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H04","Sales, government funding, grants and subsidies","Financial performance",4925,"ANZSIC06 groups A011, A012, and A013"
2021,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H05","Interest, dividends and donations","Financial performance",204,"ANZSIC06 groups A011, A012, and A013"
2021,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H07","Non-operating income","Financial performance",264,"ANZSIC06 groups A011, A012, and A013"
2021,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H08","Total expenditure","Financial performance",4363,"ANZSIC06 groups A011, A012, and A013"
2021,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H09","Interest and donations","Financial performance",181,"ANZSIC06 groups A011, A012, and A013"
2021,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H10","Indirect taxes","Financial performance",35,"ANZSIC06 groups A011, A012, and A013"
2021,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H11","Depreciation","Financial performance",278,"ANZSIC06 groups A011, A012, and A013"
2021,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H12","Salaries and wages paid","Financial performance",887,"ANZSIC06 groups A011, A012, and A013"
2021,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H13","Redundancy and severance","Financial performance",0,"ANZSIC06 groups A011, A012, and A013"
2021,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H19","Purchases and other operating expenses","Financial performance",2960,"ANZSIC06 groups A011, A012, and A013"
2021,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H20","Non-operating expenses","Financial performance",22,"ANZSIC06 groups A011, A012, and A013"
2021,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H21","Opening stocks","Financial performance",353,"ANZSIC06 groups A011, A012, and A013"
2021,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H22","Closing stocks","Financial performance",356,"ANZSIC06 groups A011, A012, and A013"
2021,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H23","Surplus before income tax","Financial performance",1032,"ANZSIC06 groups A011, A012, and A013"
2021,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H24","Total assets","Financial position",16773,"ANZSIC06 groups A011, A012, and A013"
2021,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H25","Current assets","Financial position",2860,"ANZSIC06 groups A011, A012, and A013"
2021,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H26","Fixed tangible assets","Financial position",11050,"ANZSIC06 groups A011, A012, and A013"
