"year","industry_aggregation_nzsioc","industry_code_nzsioc","industry_name_nzsioc","units","variable_code","variable_name","variable_category","value","industry_code_anzsic06"
2017,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H32","Current liabilities","Financial position",3030,"ANZSIC06 groups A011, A012, and A013"
2017,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H33","Other liabilities","Financial position",3536,"ANZSIC06 groups A011, A012, and A013"
2017,"Level 3","AA11","Horticulture and Fruit Growing","Dollars","H34","Total income per employee count","Financial ratios",169200,"ANZSIC06 groups A011, A012, and A013"
2017,"Level 3","AA11","Horticulture and Fruit Growing","Dollars","H35","Surplus per employee count","Financial ratios",31800,"ANZSIC06 groups A011, A012, and A013"
2017,"Level 3","AA11","Horticulture and Fruit Growing","Percentage","H36","Current ratio","Financial ratios",72,"ANZSIC06 groups A011, A012, and A013"
2017,"Level 3","AA11","Horticulture and Fruit Growing","Percentage","H37","Quick ratio","Financial ratios",62,"ANZSIC06 groups A011, A012, and A013"
2017,"Level 3","AA11","Horticulture and Fruit Growing","Percentage","H39","Return on equity","Financial ratios",14,"ANZSIC06 groups A011, A012, and A013"
2017,"Level 3","AA11","Horticulture and Fruit Growing","Percentage","H40","Return on total assets","Financial ratios",6,"ANZSIC06 groups A011, A012, and A013"
2017,"Level 3","AA11","Horticulture and Fruit Growing","Percentage","H41","Liabilities structure","Financial ratios",46,"ANZSIC06 groups A011, A012, and A013"
2017,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H01","Total income","Financial performance",4228,"ANZSIC06 groups A011, A012, and A013"
2017,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H04","Sales, government funding, grants and subsidies","Financial performance",3999,"ANZSIC06 groups A011, A012, and A013"
2017,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H05","Interest, dividends and donations","Financial performance",72,"ANZSIC06 groups A011, A012, and A013"
2017,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H07","Non-operating income","Financial performance",158,"ANZSIC06 groups A011, A012, and A013"
2017,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H08","Total expenditure","Financial performance",3444,"ANZSIC06 groups A011, A012, and A013"
2017,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H09","Interest and donations","Financial performance",179,"ANZSIC06 groups A011, A012, and A013"
2017,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H10","Indirect taxes","Financial performance",34,"ANZSIC06 groups A011, A012, and A013"
2017,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H11","Depreciation","Financial performance",184,"ANZSIC06 groups A011, A012, and A013"
2017,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H12","Salaries and wages paid","Financial performance",715,"ANZSIC06 groups A011, A012, and A013"
2017,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H13","Redundancy and severance","Financial performance",0,"ANZSIC06 groups A011, A012, and A013"
2017,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H19","Purchases and other operating expenses","Financial performance",2320,"ANZSIC06 groups A011, A012, and A013"
2017,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H20","Non-operating expenses","Financial performance",12,"ANZSIC06 groups A011, A012, and A013"
2017,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H21","Opening stocks","Financial performance",303,"ANZSIC06 groups A011, A012, and A013"
2017,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H22","Closing stocks","Financial performance",312,"ANZSIC06 groups A011, A012, and A013"
2017,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H23","Surplus before income tax","Financial performance",794,"ANZSIC06 groups A011, A012, and A013"
2017,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H24","Total assets","Financial position",12214,"ANZSIC06 groups A011, A012, and A013"
2017,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H25","Current assets","Financial position",2182,"ANZSIC06 groups A011, A012, and A013"
2017,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H26","Fixed tangible assets","Financial position",8073,"ANZSIC06 groups A011, A012, and A013"
2017,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H29","Other assets","Financial position",1959,"ANZSIC06 groups A011, A012, and A013"
2017,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H30","Total equity and liabilities","Financial position",12214,"ANZSIC06 groups A011, A012, and A013"
2017,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H31","Shareholders funds or owners equity","Financial position",5648,"ANZSIC06 groups A011, A012, and A013"
2017,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H32","Current liabilities","Financial position",3030,"ANZSIC06 groups A011, A012, and A013"
2017,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H33","Other liabilities","Financial position",3536,"ANZSIC06 groups A011, A012, and A013"
2017,"Level 4","AA111","Horticulture and Fruit Growing","Dollars","H34","Total income per employee count","Financial ratios",169200,"ANZSIC06 groups A011, A012, and A013"
2017,"Level 4","AA111","Horticulture and Fruit Growing","Dollars","H35","Surplus per employee count","Financial ratios",31800,"ANZSIC06 groups A011, A012, and A013"
2017,"Level 4","AA111","Horticulture and Fruit Growing","Percentage","H36","Current ratio","Financial ratios",72,"ANZSIC06 groups A011, A012, and A013"
2017,"Level 4","AA111","Horticulture and Fruit Growing","Percentage","H37","Quick ratio","Financial ratios",62,"ANZSIC06 groups A011, A012, and A013"
2017,"Level 4","AA111","Horticulture and Fruit Growing","Percentage","H39","Return on equity","Financial ratios",14,"ANZSIC06 groups A011, A012, and A013"
2017,"Level 4","AA111","Horticulture and Fruit Growing","Percentage","H40","Return on total assets","Financial ratios",6,"ANZSIC06 groups A011, A012, and A013"
2017,"Level 4","AA111","Horticulture and Fruit Growing","Percentage","H41","Liabilities structure","Financial ratios",46,"ANZSIC06 groups A011, A012, and A013"
2016,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H01","Total income","Financial performance",3934,"ANZSIC06 groups A011, A012, and A013"
2016,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H04","Sales, government funding, grants and subsidies","Financial performance",3701,"ANZSIC06 groups A011, A012, and A013"
2016,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H05","Interest, dividends and donations","Financial performance",58,"ANZSIC06 groups A011, A012, and A013"
2016,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H07","Non-operating income","Financial performance",175,"ANZSIC06 groups A011, A012, and A013"
2016,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H08","Total expenditure","Financial performance",3294,"ANZSIC06 groups A011, A012, and A013"
2016,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H09","Interest and donations","Financial performance",191,"ANZSIC06 groups A011, A012, and A013"
2016,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H10","Indirect taxes","Financial performance",33,"ANZSIC06 groups A011, A012, and A013"
2016,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H11","Depreciation","Financial performance",168,"ANZSIC06 groups A011, A012, and A013"
2016,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H12","Salaries and wages paid","Financial performance",659,"ANZSIC06 groups A011, A012, and A013"
2016,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H13","Redundancy and severance","Financial performance",0,"ANZSIC06 groups A011, A012, and A013"
2016,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H19","Purchases and other operating expenses","Financial performance",2221,"ANZSIC06 groups A011, A012, and A013"
2016,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H20","Non-operating expenses","Financial performance",22,"ANZSIC06 groups A011, A012, and A013"
2016,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H21","Opening stocks","Financial performance",284,"ANZSIC06 groups A011, A012, and A013"
2016,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H22","Closing stocks","Financial performance",292,"ANZSIC06 groups A011, A012, and A013"
2016,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H23","Surplus before income tax","Financial performance",648,"ANZSIC06 groups A011, A012, and A013"
2016,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H24","Total assets","Financial position",11070,"ANZSIC06 groups A011, A012, and A013"
2016,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H25","Current assets","Financial position",2067,"ANZSIC06 groups A011, A012, and A013"
2016,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H26","Fixed tangible assets","Financial position",7334,"ANZSIC06 groups A011, A012, and A013"
2016,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H29","Other assets","Financial position",1669,"ANZSIC06 groups A011, A012, and A013"
2016,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H30","Total equity and liabilities","Financial position",11070,"ANZSIC06 groups A011, A012, and A013"
2016,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H31","Shareholders funds or owners equity","Financial position",4855,"ANZSIC06 groups A011, A012, and A013"
2016,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H32","Current liabilities","Financial position",2872,"ANZSIC06 groups A011, A012, and A013"
2016,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H33","Other liabilities","Financial position",3343,"ANZSIC06 groups A011, A012, and A013"
2016,"Level 3","AA11","Horticulture and Fruit Growing","Dollars","H34","Total income per employee count","Financial ratios",157700,"ANZSIC06 groups A011, A012, and A013"
2016,"Level 3","AA11","Horticulture and Fruit Growing","Dollars","H35","Surplus per employee count","Financial ratios",26000,"ANZSIC06 groups A011, A012, and A013"
2016,"Level 3","AA11","Horticulture and Fruit Growing","Percentage","H36","Current ratio","Financial ratios",72,"ANZSIC06 groups A011, A012, and A013"
2016,"Level 3","AA11","Horticulture and Fruit Growing","Percentage","H37","Quick ratio","Financial ratios",62,"ANZSIC06 groups A011, A012, and A013"
2016,"Level 3","AA11","Horticulture and Fruit Growing","Percentage","H39","Return on equity","Financial ratios",13,"ANZSIC06 groups A011, A012, and A013"
2016,"Level 3","AA11","Horticulture and Fruit Growing","Percentage","H40","Return on total assets","Financial ratios",6,"ANZSIC06 groups A011, A012, and A013"
2016,"Level 3","AA11","Horticulture and Fruit Growing","Percentage","H41","Liabilities structure","Financial ratios",44,"ANZSIC06 groups A011, A012, and A013"
2016,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H01","Total income","Financial performance",3934,"ANZSIC06 groups A011, A012, and A013"
2016,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H04","Sales, government funding, grants and subsidies","Financial performance",3701,"ANZSIC06 groups A011, A012, and A013"
2016,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H05","Interest, dividends and donations","Financial performance",58,"ANZSIC06 groups A011, A012, and A013"
2016,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H07","Non-operating income","Financial performance",175,"ANZSIC06 groups A011, A012, and A013"
2016,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H08","Total expenditure","Financial performance",3294,"ANZSIC06 groups A011, A012, and A013"
2016,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H09","Interest and donations","Financial performance",191,"ANZSIC06 groups A011, A012, and A013"
2016,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H10","Indirect taxes","Financial performance",33,"ANZSIC06 groups A011, A012, and A013"
2016,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H11","Depreciation","Financial performance",168,"ANZSIC06 groups A011, A012, and A013"
2016,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H12","Salaries and wages paid","Financial performance",659,"ANZSIC06 groups A011, A012, and A013"
2016,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H13","Redundancy and severance","Financial performance",0,"ANZSIC06 groups A011, A012, and A013"
2016,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H19","Purchases and other operating expenses","Financial performance",2221,"ANZSIC06 groups A011, A012, and A013"
2016,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H20","Non-operating expenses","Financial performance",22,"ANZSIC06 groups A011, A012, and A013"
2016,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H21","Opening stocks","Financial performance",284,"ANZSIC06 groups A011, A012, and A013"
2016,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H22","Closing stocks","Financial performance",292,"ANZSIC06 groups A011, A012, and A013"
2016,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H23","Surplus before income tax","Financial performance",648,"ANZSIC06 groups A011, A012, and A013"
2016,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H24","Total assets","Financial position",11070,"ANZSIC06 groups A011, A012, and A013"
2016,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H25","Current assets","Financial position",2067,"ANZSIC06 groups A011, A012, and A013"
2016,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H26","Fixed tangible assets","Financial position",7334,"ANZSIC06 groups A011, A012, and A013"
2016,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H29","Other assets","Financial position",1669,"ANZSIC06 groups A011, A012, and A013"
2016,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H30","Total equity and liabilities","Financial position",11070,"ANZSIC06 groups A011, A012, and A013"
2016,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H31","Shareholders funds or owners equity","Financial position",4855,"ANZSIC06 groups A011, A012, and A013"
2016,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H32","Current liabilities","Financial position",2872,"ANZSIC06 groups A011, A012, and A013"
2016,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H33","Other liabilities","Financial position",3343,"ANZSIC06 groups A011, A012, and A013"
2016,"Level 4","AA111","Horticulture and Fruit Growing","Dollars","H34","Total income per employee count","Financial ratios",157700,"ANZSIC06 groups A011, A012, and A013"
2016,"Level 4","AA111","Horticulture and Fruit Growing","Dollars","H35","Surplus per employee count","Financial ratios",26000,"ANZSIC06 groups A011, A012, and A013"
2016,"Level 4","AA111","Horticulture and Fruit Growing","Percentage","H36","Current ratio","Financial ratios",72,"ANZSIC06 groups A011, A012, and A013"
2016,"Level 4","AA111","Horticulture and Fruit Growing","Percentage","H37","Quick ratio","Financial ratios",62,"ANZSIC06 groups A011, A012, and A013"
2016,"Level 4","AA111","Horticulture and Fruit Growing","Percentage","H39","Return on equity","Financial ratios",13,"ANZSIC06 groups A011, A012, and A013"
2016,"Level 4","AA111","Horticulture and Fruit Growing","Percentage","H40","Return on total assets","Financial ratios",6,"ANZSIC06 groups A011, A012, and A013"
2016,"Level 4","AA111","Horticulture and Fruit Growing","Percentage","H41","Liabilities structure","Financial ratios",44,"ANZSIC06 groups A011, A012, and A013"
2015,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H01","Total income","Financial performance",3508,"ANZSIC06 groups A011, A012, and A013"
2015,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H04","Sales, government funding, grants and subsidies","Financial performance",3329,"ANZSIC06 groups A011, A012, and A013"
2015,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H05","Interest, dividends and donations","Financial performance",56,"ANZSIC06 groups A011, A012, and A013"
2015,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H07","Non-operating income","Financial performance",124,"ANZSIC06 groups A011, A012, and A013"
2015,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H08","Total expenditure","Financial performance",3059,"ANZSIC06 groups A011, A012, and A013"
2015,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H09","Interest and donations","Financial performance",191,"ANZSIC06 groups A011, A012, and A013"
2015,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H10","Indirect taxes","Financial performance",32,"ANZSIC06 groups A011, A012, and A013"
2015,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H11","Depreciation","Financial performance",159,"ANZSIC06 groups A011, A012, and A013"
2015,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H12","Salaries and wages paid","Financial performance",600,"ANZSIC06 groups A011, A012, and A013"
2015,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H13","Redundancy and severance","Financial performance",0,"ANZSIC06 groups A011, A012, and A013"
2015,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H19","Purchases and other operating expenses","Financial performance",2069,"ANZSIC06 groups A011, A012, and A013"
2015,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H20","Non-operating expenses","Financial performance",7,"ANZSIC06 groups A011, A012, and A013"
2015,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H21","Opening stocks","Financial performance",285,"ANZSIC06 groups A011, A012, and A013"
2015,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H22","Closing stocks","Financial performance",298,"ANZSIC06 groups A011, A012, and A013"
2015,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H23","Surplus before income tax","Financial performance",462,"ANZSIC06 groups A011, A012, and A013"
2015,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H24","Total assets","Financial position",10142,"ANZSIC06 groups A011, A012, and A013"
2015,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H25","Current assets","Financial position",1916,"ANZSIC06 groups A011, A012, and A013"
2015,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H26","Fixed tangible assets","Financial position",6860,"ANZSIC06 groups A011, A012, and A013"
2015,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H29","Other assets","Financial position",1366,"ANZSIC06 groups A011, A012, and A013"
2015,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H30","Total equity and liabilities","Financial position",10142,"ANZSIC06 groups A011, A012, and A013"
2015,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H31","Shareholders funds or owners equity","Financial position",4347,"ANZSIC06 groups A011, A012, and A013"
2015,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H32","Current liabilities","Financial position",2724,"ANZSIC06 groups A011, A012, and A013"
2015,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H33","Other liabilities","Financial position",3070,"ANZSIC06 groups A011, A012, and A013"
2015,"Level 3","AA11","Horticulture and Fruit Growing","Dollars","H34","Total income per employee count","Financial ratios",151000,"ANZSIC06 groups A011, A012, and A013"
2015,"Level 3","AA11","Horticulture and Fruit Growing","Dollars","H35","Surplus per employee count","Financial ratios",19900,"ANZSIC06 groups A011, A012, and A013"
2015,"Level 3","AA11","Horticulture and Fruit Growing","Percentage","H36","Current ratio","Financial ratios",70,"ANZSIC06 groups A011, A012, and A013"
2015,"Level 3","AA11","Horticulture and Fruit Growing","Percentage","H37","Quick ratio","Financial ratios",59,"ANZSIC06 groups A011, A012, and A013"
2015,"Level 3","AA11","Horticulture and Fruit Growing","Percentage","H39","Return on equity","Financial ratios",11,"ANZSIC06 groups A011, A012, and A013"
2015,"Level 3","AA11","Horticulture and Fruit Growing","Percentage","H40","Return on total assets","Financial ratios",5,"ANZSIC06 groups A011, A012, and A013"
2015,"Level 3","AA11","Horticulture and Fruit Growing","Percentage","H41","Liabilities structure","Financial ratios",43,"ANZSIC06 groups A011, A012, and A013"
2015,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H01","Total income","Financial performance",3508,"ANZSIC06 groups A011, A012, and A013"
2015,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H04","Sales, government funding, grants and subsidies","Financial performance",3329,"ANZSIC06 groups A011, A012, and A013"
2015,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H05","Interest, dividends and donations","Financial performance",56,"ANZSIC06 groups A011, A012, and A013"
2015,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H07","Non-operating income","Financial performance",124,"ANZSIC06 groups A011, A012, and A013"
2015,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H08","Total expenditure","Financial performance",3059,"ANZSIC06 groups A011, A012, and A013"
2015,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H09","Interest and donations","Financial performance",191,"ANZSIC06 groups A011, A012, and A013"
2015,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H10","Indirect taxes","Financial performance",32,"ANZSIC06 groups A011, A012, and A013"
2015,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H11","Depreciation","Financial performance",159,"ANZSIC06 groups A011, A012, and A013"
2015,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H12","Salaries and wages paid","Financial performance",600,"ANZSIC06 groups A011, A012, and A013"
2015,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H13","Redundancy and severance","Financial performance",0,"ANZSIC06 groups A011, A012, and A013"
2015,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H19","Purchases and other operating expenses","Financial performance",2069,"ANZSIC06 groups A011, A012, and A013"
2015,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H20","Non-operating expenses","Financial performance",7,"ANZSIC06 groups A011, A012, and A013"
2015,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H21","Opening stocks","Financial performance",285,"ANZSIC06 groups A011, A012, and A013"
2015,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H22","Closing stocks","Financial performance",298,"ANZSIC06 groups A011, A012, and A013"
2015,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H23","Surplus before income tax","Financial performance",462,"ANZSIC06 groups A011, A012, and A013"
2015,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H24","Total assets","Financial position",10142,"ANZSIC06 groups A011, A012, and A013"
2015,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H25","Current assets","Financial position",1916,"ANZSIC06 groups A011, A012, and A013"
2015,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H26","Fixed tangible assets","Financial position",6860,"ANZSIC06 groups A011, A012, and A013"
2015,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H29","Other assets","Financial position",1366,"ANZSIC06 groups A011, A012, and A013"
2015,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H30","Total equity and liabilities","Financial position",10142,"ANZSIC06 groups A011, A012, and A013"
2015,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H31","Shareholders funds or owners equity","Financial position",4347,"ANZSIC06 groups A011, A012, and A013"
2015,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H32","Current liabilities","Financial position",2724,"ANZSIC06 groups A011, A012, and A013"
2015,"Level 4","AA111","Horticulture and Fruit Growing","Dollars (millions)","H33","Other liabilities","Financial position",3070,"ANZSIC06 groups A011, A012, and A013"
2015,"Level 4","AA111","Horticulture and Fruit Growing","Dollars","H34","Total income per employee count","Financial ratios",151000,"ANZSIC06 groups A011, A012, and A013"
2015,"Level 4","AA111","Horticulture and Fruit Growing","Dollars","H35","Surplus per employee count","Financial ratios",19900,"ANZSIC06 groups A011, A012, and A013"
2015,"Level 4","AA111","Horticulture and Fruit Growing","Percentage","H36","Current ratio","Financial ratios",70,"ANZSIC06 groups A011, A012, and A013"
2015,"Level 4","AA111","Horticulture and Fruit Growing","Percentage","H37","Quick ratio","Financial ratios",59,"ANZSIC06 groups A011, A012, and A013"
2015,"Level 4","AA111","Horticulture and Fruit Growing","Percentage","H39","Return on equity","Financial ratios",11,"ANZSIC06 groups A011, A012, and A013"
2015,"Level 4","AA111","Horticulture and Fruit Growing","Percentage","H40","Return on total assets","Financial ratios",5,"ANZSIC06 groups A011, A012, and A013"
2015,"Level 4","AA111","Horticulture and Fruit Growing","Percentage","H41","Liabilities structure","Financial ratios",43,"ANZSIC06 groups A011, A012, and A013"
2014,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H01","Total income","Financial performance",3441,"ANZSIC06 groups A011, A012, and A013"
2014,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H04","Sales, government funding, grants and subsidies","Financial performance",3284,"ANZSIC06 groups A011, A012, and A013"
2014,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H05","Interest, dividends and donations","Financial performance",45,"ANZSIC06 groups A011, A012, and A013"
2014,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H07","Non-operating income","Financial performance",112,"ANZSIC06 groups A011, A012, and A013"
2014,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H08","Total expenditure","Financial performance",2954,"ANZSIC06 groups A011, A012, and A013"
2014,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H09","Interest and donations","Financial performance",191,"ANZSIC06 groups A011, A012, and A013"
2014,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H10","Indirect taxes","Financial performance",32,"ANZSIC06 groups A011, A012, and A013"
2014,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H11","Depreciation","Financial performance",159,"ANZSIC06 groups A011, A012, and A013"
2014,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H12","Salaries and wages paid","Financial performance",574,"ANZSIC06 groups A011, A012, and A013"
2014,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H13","Redundancy and severance","Financial performance",0,"ANZSIC06 groups A011, A012, and A013"
2014,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H19","Purchases and other operating expenses","Financial performance",1976,"ANZSIC06 groups A011, A012, and A013"
2014,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H20","Non-operating expenses","Financial performance",22,"ANZSIC06 groups A011, A012, and A013"
2014,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H21","Opening stocks","Financial performance",275,"ANZSIC06 groups A011, A012, and A013"
2014,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H22","Closing stocks","Financial performance",302,"ANZSIC06 groups A011, A012, and A013"
2014,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H23","Surplus before income tax","Financial performance",513,"ANZSIC06 groups A011, A012, and A013"
2014,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H24","Total assets","Financial position",9893,"ANZSIC06 groups A011, A012, and A013"
2014,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H25","Current assets","Financial position",1848,"ANZSIC06 groups A011, A012, and A013"
2014,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H26","Fixed tangible assets","Financial position",6759,"ANZSIC06 groups A011, A012, and A013"
2014,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H29","Other assets","Financial position",1287,"ANZSIC06 groups A011, A012, and A013"
2014,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H30","Total equity and liabilities","Financial position",9893,"ANZSIC06 groups A011, A012, and A013"
2014,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H31","Shareholders funds or owners equity","Financial position",4029,"ANZSIC06 groups A011, A012, and A013"
2014,"Level 3","AA11","Horticulture and Fruit Growing","Dollars (millions)","H32","Current liabilities","Financial position",2606,"ANZSIC06 groups A011, A012, and A013"
